GYD,Azerbaijan,NBC,Russia
VIE,Austria,FLR,Italy
VIE,Austria,MXP,Italy
VIE,Austria,OLB,Italy
VRN,Italy,FUE,Spain
VRN,Italy,KIV,Moldova
VRN,Italy,TFS,Spain
VRN,Italy,TIA,Albania
ZRH,Switzerland,BDS,Italy
ZRH,Switzerland,CTA,Italy
ZRH,Switzerland,NAP,Italy
ZRH,Switzerland,OLB,Italy
ZRH,Switzerland,SUF,Italy
AMQ,Ambon,SXK,Indonesia
LUV,Indonesia,AMQ,Ambon
DYU,Tajikistan,OMS,Russia
EVN,Armenia,OMS,Russia
GYD,Azerbaijan,OMS,Russia
HRB,China,IKT,Russia
IKT,Russia,HRB,China
JMU,China,KHV,Russia
KHV,Russia,JMU,China
KJA,Russia,NZH,China
NZH,China,KJA,Russia
NZH,China,OVB,Russia
NZH,China,UUD,Russia
OMS,Russia,DYU,Tajikistan
OMS,Russia,EVN,Armenia
OMS,Russia,GYD,Azerbaijan
OMS,Russia,TAS,Uzbekistan
OVB,Russia,NZH,China
TAS,Uzbekistan,OMS,Russia
UUD,Russia,NZH,China
AMS,Netherlands,IKA,Iran
ARN,Sweden,IKA,Iran
AWZ,Iran,DXB,United Arab Emirates
AWZ,Iran,KWI,Kuwait
BAH,Bahrain,MHD,Iran
BEY,Lebanon,IKA,Iran
BEY,Lebanon,MHD,Iran
BND,Iran,DXB,United Arab Emirates
BOM,India,IKA,Iran
CGN,Germany,IKA,Iran
DMM,Saudi Arabia,MHD,Iran
DOH,Qatar,LRR,Iran
DOH,Qatar,SYZ,Iran
DXB,United Arab Emirates,AWZ,Iran
DXB,United Arab Emirates,BND,Iran
DXB,United Arab Emirates,IFN,Iran
DXB,United Arab Emirates,IKA,Iran
ESB,Turkey,IKA,Iran
FCO,Italy,IKA,Iran
FRA,Germany,IKA,Iran
GOT,Sweden,IKA,Iran
GSM,,MHD,Iran
GSM,,THR,Iran
GYD,Azerbaijan,IKA,Iran
HAM,Germany,IKA,Iran
IFN,Iran,DXB,United Arab Emirates
IFN,Iran,KWI,Kuwait
IKA,Iran,AMS,Netherlands
IKA,Iran,ARN,Sweden
IKA,Iran,BEY,Lebanon
IKA,Iran,BOM,India
IKA,Iran,CGN,Germany
IKA,Iran,DXB,United Arab Emirates
IKA,Iran,ESB,Turkey
IKA,Iran,FCO,Italy
IKA,Iran,FRA,Germany
IKA,Iran,GOT,Sweden
IKA,Iran,GYD,Azerbaijan
IKA,Iran,HAM,Germany
IKA,Iran,IST,Turkey
IKA,Iran,KHI,Pakistan
IKA,Iran,KUL,Malaysia
IKA,Iran,LHR,United Kingdom
IKA,Iran,MXP,Italy
IKA,Iran,NJF,Iraq
IKA,Iran,ORY,France
IKA,Iran,PEK,China
IKA,Iran,TAS,Uzbekistan
IKA,Iran,VIE,Austria
IST,Turkey,IKA,Iran
KHI,Pakistan,IKA,Iran
KUL,Malaysia,IKA,Iran
KWI,Kuwait,AWZ,Iran
KWI,Kuwait,IFN,Iran
KWI,Kuwait,LRR,Iran
KWI,Kuwait,MHD,Iran
KWI,Kuwait,SYZ,Iran
LHR,United Kingdom,IKA,Iran
LRR,Iran,DOH,Qatar
LRR,Iran,KWI,Kuwait
MHD,Iran,BAH,Bahrain
MHD,Iran,BEY,Lebanon
MHD,Iran,DMM,Saudi Arabia
MHD,Iran,GSM,
MHD,Iran,KWI,Kuwait
MXP,Italy,IKA,Iran
NJF,Iraq,IKA,Iran
ORY,France,IKA,Iran
PEK,China,IKA,Iran
SVO,Russia,IKA,Iran
SYZ,Iran,DOH,Qatar
SYZ,Iran,KWI,Kuwait
TAS,Uzbekistan,IKA,Iran
THR,Iran,GSM,
VIE,Austria,IKA,Iran
AAN,United Arab Emirates,CCJ,India
AUH,United Arab Emirates,CCJ,India
AUH,United Arab Emirates,COK,India
AUH,United Arab Emirates,MCT,Oman
AUH,United Arab Emirates,TRV,India
BAH,Bahrain,DOH,Qatar
BAH,Bahrain,IXE,India
BOM,India,DOH,Qatar
CCJ,India,AAN,United Arab Emirates
CCJ,India,AUH,United Arab Emirates
CCJ,India,BAH,Bahrain
CCJ,India,DMM,Saudi Arabia
CCJ,India,DXB,United Arab Emirates
CCJ,India,KWI,Kuwait
CCJ,India,MCT,Oman
CCJ,India,SHJ,United Arab Emirates
CCJ,India,SLL,Oman
COK,India,AUH,United Arab Emirates
COK,India,DXB,United Arab Emirates
COK,India,MCT,Oman
COK,India,SHJ,United Arab Emirates
DMM,Saudi Arabia,CCJ,India
DMM,Saudi Arabia,IXE,India
DOH,Qatar,BAH,Bahrain
DOH,Qatar,BOM,India
DOH,Qatar,CCJ,India
DXB,United Arab Emirates,CCJ,India
DXB,United Arab Emirates,COK,India
DXB,United Arab Emirates,IXE,India
DXB,United Arab Emirates,TRV,India
IXE,India,AUH,United Arab Emirates
IXE,India,DMM,Saudi Arabia
IXE,India,DOH,Qatar
IXE,India,DXB,United Arab Emirates
IXE,India,SHJ,United Arab Emirates
JAI,India,SHJ,United Arab Emirates
KUL,Malaysia,MAA,India
KWI,Kuwait,CCJ,India
MAA,India,KUL,Malaysia
MCT,Oman,CCJ,India
MCT,Oman,COK,India
MCT,Oman,IXE,India
MCT,Oman,TRV,India
PNQ,India,SHJ,United Arab Emirates
SHJ,United Arab Emirates,CCJ,India
SHJ,United Arab Emirates,COK,India
SHJ,United Arab Emirates,IXE,India
SHJ,United Arab Emirates,JAI,India
SHJ,United Arab Emirates,PNQ,India
SHJ,United Arab Emirates,TRV,India
SIN,Singapore,TRZ,India
SLL,Oman,CCJ,India
TRV,India,AUH,United Arab Emirates
TRV,India,DXB,United Arab Emirates
TRV,India,MCT,Oman
TRV,India,SHJ,United Arab Emirates
TRZ,India,SIN,Singapore
ADD,Ethiopia,SAH,Yemen
ADE,Yemen,AMM,Jordan
ADE,Yemen,AUH,United Arab Emirates
ADE,Yemen,BOM,India
ADE,Yemen,CAI,Egypt
ADE,Yemen,DMM,Saudi Arabia
ADE,Yemen,DOH,Qatar
ADE,Yemen,DXB,United Arab Emirates
ADE,Yemen,JED,Saudi Arabia
ADE,Yemen,RUH,Saudi Arabia
AMM,Jordan,ADE,Yemen
AMM,Jordan,BEY,Lebanon
AMM,Jordan,HOD,Yemen
AMM,Jordan,SAH,Yemen
ASM,Eritrea,SAH,Yemen
AUH,United Arab Emirates,ADE,Yemen
AUH,United Arab Emirates,GXF,Yemen
AUH,United Arab Emirates,RIY,Yemen
BAH,Bahrain,SAH,Yemen
BEY,Lebanon,AMM,Jordan
BEY,Lebanon,SAH,Yemen
BOM,India,ADE,Yemen
BOM,India,SAH,Yemen
CAI,Egypt,ADE,Yemen
CAI,Egypt,CDG,France
CAI,Egypt,RIY,Yemen
CAI,Egypt,SAH,Yemen
CAI,Egypt,TAI,Yemen
CDG,France,CAI,Egypt
CGK,Indonesia,DXB,United Arab Emirates
CGK,Indonesia,KUL,Malaysia
DAR,Tanzania,NBO,Kenya
DOH,Qatar,ADE,Yemen
DOH,Qatar,SAH,Yemen
DXB,United Arab Emirates,ADE,Yemen
DXB,United Arab Emirates,CGK,Indonesia
DXB,United Arab Emirates,KUL,Malaysia
DXB,United Arab Emirates,RIY,Yemen
DXB,United Arab Emirates,SAH,Yemen
GXF,Yemen,AUH,United Arab Emirates
GXF,Yemen,JED,Saudi Arabia
HAH,Comoros,JIB,Djibouti
HOD,Yemen,AMM,Jordan
HOD,Yemen,CAI,Egypt
HOD,Yemen,JED,Saudi Arabia
JED,Saudi Arabia,ADE,Yemen
JED,Saudi Arabia,GXF,Yemen
JED,Saudi Arabia,HOD,Yemen
JED,Saudi Arabia,RIY,Yemen
JED,Saudi Arabia,SAH,Yemen
JED,Saudi Arabia,TAI,Yemen
JIB,Djibouti,HAH,Comoros
JIB,Djibouti,SAH,Yemen
KRT,Sudan,SAH,Yemen
KUL,Malaysia,CGK,Indonesia
KUL,Malaysia,DXB,United Arab Emirates
KWI,Kuwait,DOH,Qatar
KWI,Kuwait,RIY,Yemen
NBO,Kenya,SAH,Yemen
RIY,Yemen,AUH,United Arab Emirates
RIY,Yemen,CAI,Egypt
RIY,Yemen,DXB,United Arab Emirates
RIY,Yemen,JED,Saudi Arabia
RIY,Yemen,KWI,Kuwait
RUH,Saudi Arabia,SAH,Yemen
RUH,Saudi Arabia,TAI,Yemen
SAH,Yemen,ADD,Ethiopia
SAH,Yemen,AMM,Jordan
SAH,Yemen,ASM,Eritrea
SAH,Yemen,BAH,Bahrain
SAH,Yemen,BEY,Lebanon
SAH,Yemen,CAI,Egypt
SAH,Yemen,DXB,United Arab Emirates
SAH,Yemen,JED,Saudi Arabia
SAH,Yemen,JIB,Djibouti
SAH,Yemen,KRT,Sudan
SAH,Yemen,KWI,Kuwait
SAH,Yemen,NBO,Kenya
SAH,Yemen,RUH,Saudi Arabia
TAI,Yemen,CAI,Egypt
TAI,Yemen,JED,Saudi Arabia
TAI,Yemen,RUH,Saudi Arabia
AMM,Jordan,TLV,Israel
AMS,Netherlands,TLV,Israel
BCN,Spain,TLV,Israel
CDG,France,TLV,Israel
LCA,Cyprus,TLV,Israel
TBS,Georgia,TLV,Israel
TLV,Israel,AMM,Jordan
TLV,Israel,AMS,Netherlands
TLV,Israel,BCN,Spain
TLV,Israel,CDG,France
TLV,Israel,LCA,Cyprus
TLV,Israel,TBS,Georgia
CDG,France,GYD,Azerbaijan
DME,Russia,GYD,Azerbaijan
DOH,Qatar,GYD,Azerbaijan
DXB,United Arab Emirates,GYD,Azerbaijan
ESB,Turkey,GYD,Azerbaijan
FCO,Italy,GYD,Azerbaijan
FRA,Germany,GYD,Azerbaijan
GYD,Azerbaijan,CDG,France
GYD,Azerbaijan,DME,Russia
GYD,Azerbaijan,DOH,Qatar
GYD,Azerbaijan,DXB,United Arab Emirates
GYD,Azerbaijan,ESB,Turkey
GYD,Azerbaijan,FCO,Italy
GYD,Azerbaijan,FRA,Germany
GYD,Azerbaijan,IKA,Iran
GYD,Azerbaijan,IST,Turkey
GYD,Azerbaijan,KBP,Ukraine
GYD,Azerbaijan,LED,Russia
GYD,Azerbaijan,LHR,United Kingdom
GYD,Azerbaijan,MRV,Russia
GYD,Azerbaijan,MXP,Italy
GYD,Azerbaijan,OVB,Russia
GYD,Azerbaijan,PEK,China
GYD,Azerbaijan,PRG,Czech Republic
GYD,Azerbaijan,RIX,Latvia
GYD,Azerbaijan,SAW,Turkey
GYD,Azerbaijan,SCO,Kazakhstan
GYD,Azerbaijan,SVX,Russia
GYD,Azerbaijan,TBS,Georgia
GYD,Azerbaijan,TBZ,Iran
GYD,Azerbaijan,TLV,Israel
GYD,Azerbaijan,VIE,Austria
IKA,Iran,GYD,Azerbaijan
IST,Turkey,GYD,Azerbaijan
KBP,Ukraine,GYD,Azerbaijan
KVD,Azerbaijan,LED,Russia
LED,Russia,GYD,Azerbaijan
LED,Russia,KVD,Azerbaijan
LHR,United Kingdom,GYD,Azerbaijan
MRV,Russia,GYD,Azerbaijan
MXP,Italy,GYD,Azerbaijan
OVB,Russia,GYD,Azerbaijan
PEK,China,GYD,Azerbaijan
PRG,Czech Republic,GYD,Azerbaijan
RIX,Latvia,GYD,Azerbaijan
SAW,Turkey,GYD,Azerbaijan
SCO,Kazakhstan,GYD,Azerbaijan
SVX,Russia,GYD,Azerbaijan
TBS,Georgia,GYD,Azerbaijan
TBZ,Iran,GYD,Azerbaijan
TLV,Israel,GYD,Azerbaijan
VIE,Austria,GYD,Azerbaijan
AGN,United States,TKE,
JNU,United States,PEC,
PEC,,ELV,United States
TKE,,JNU,United States
RDN,Malaysia,SIN,Singapore
SIN,Singapore,RDN,Malaysia
AMM,Jordan,KWI,Kuwait
ATZ,Egypt,KWI,Kuwait
BAH,Bahrain,KWI,Kuwait
BEY,Lebanon,KWI,Kuwait
CAI,Egypt,KWI,Kuwait
DWC,United Arab Emirates,KWI,Kuwait
DXB,United Arab Emirates,KWI,Kuwait
HBE,Egypt,KWI,Kuwait
HMB,Egypt,KWI,Kuwait
JED,Saudi Arabia,KWI,Kuwait
KWI,Kuwait,AMM,Jordan
KWI,Kuwait,ATZ,Egypt
KWI,Kuwait,BAH,Bahrain
KWI,Kuwait,BEY,Lebanon
KWI,Kuwait,CAI,Egypt
KWI,Kuwait,DWC,United Arab Emirates
KWI,Kuwait,DXB,United Arab Emirates
KWI,Kuwait,HBE,Egypt
KWI,Kuwait,HMB,Egypt
KWI,Kuwait,JED,Saudi Arabia
KWI,Kuwait,LXR,Egypt
KWI,Kuwait,MHD,Iran
KWI,Kuwait,NJF,Iraq
KWI,Kuwait,RUH,Saudi Arabia
KWI,Kuwait,SAW,Turkey
LXR,Egypt,KWI,Kuwait
MHD,Iran,KWI,Kuwait
NJF,Iraq,KWI,Kuwait
RUH,Saudi Arabia,KWI,Kuwait
SAW,Turkey,KWI,Kuwait
BEG,Serbia,SJJ,Bosnia and Herzegovina
BNX,Bosnia and Herzegovina,ZRH,Switzerland
CPH,Denmark,SJJ,Bosnia and Herzegovina
IST,Turkey,SJJ,Bosnia and Herzegovina
SJJ,Bosnia and Herzegovina,BEG,Serbia
SJJ,Bosnia and Herzegovina,CPH,Denmark
SJJ,Bosnia and Herzegovina,IST,Turkey
ZRH,Switzerland,BNX,Bosnia and Herzegovina
JNB,South Africa,ZNZ,Tanzania
ZNZ,Tanzania,JNB,South Africa
CTS,Japan,FSZ,
FSZ,,CTS,Japan
FSZ,,FUK,Japan
FSZ,,KOJ,Japan
FUK,Japan,FSZ,
KOJ,Japan,FSZ,
AEP,Argentina,GRU,Brazil
AGT,Paraguay,GRU,Brazil
ASU,Paraguay,EZE,Argentina
ASU,Paraguay,GRU,Brazil
BEL,Brazil,MIA,United States
BOG,Colombia,GRU,Brazil
BSB,Brazil,MIA,United States
CCS,Venezuela,GRU,Brazil
CDG,France,GRU,Brazil
CDG,France,PEK,China
CNF,Brazil,MIA,United States
DFW,United States,GIG,Brazil
DFW,United States,GRU,Brazil
EZE,Argentina,ASU,Paraguay
EZE,Argentina,GIG,Brazil
EZE,Argentina,GRU,Brazil
FRA,Germany,GIG,Brazil
FRA,Germany,GRU,Brazil
GIG,Brazil,DFW,United States
GIG,Brazil,EZE,Argentina
GIG,Brazil,FRA,Germany
GIG,Brazil,JFK,United States
GIG,Brazil,MIA,United States
GIG,Brazil,SCL,Chile
GRU,Brazil,AEP,Argentina
GRU,Brazil,AGT,Paraguay
GRU,Brazil,ASU,Paraguay
GRU,Brazil,BOG,Colombia
GRU,Brazil,CCS,Venezuela
GRU,Brazil,CDG,France
GRU,Brazil,DFW,United States
GRU,Brazil,EZE,Argentina
GRU,Brazil,FRA,Germany
GRU,Brazil,JFK,United States
GRU,Brazil,JNB,South Africa
GRU,Brazil,LHR,United Kingdom
GRU,Brazil,LIM,Peru
GRU,Brazil,MAD,Spain
GRU,Brazil,MCO,United States
GRU,Brazil,MEX,Mexico
GRU,Brazil,MIA,United States
GRU,Brazil,MUC,Germany
GRU,Brazil,MVD,Uruguay
GRU,Brazil,MXP,Italy
GRU,Brazil,ROS,Argentina
GRU,Brazil,SCL,Chile
GRU,Brazil,YYZ,Canada
IGU,Brazil,LIM,Peru
JFK,United States,GIG,Brazil
JFK,United States,GRU,Brazil
JFK,United States,LIM,Peru
JNB,South Africa,GRU,Brazil
LAX,United States,LIM,Peru
LHR,United Kingdom,GRU,Brazil
LIM,Peru,GRU,Brazil
LIM,Peru,IGU,Brazil
LIM,Peru,JFK,United States
LIM,Peru,LAX,United States
LIM,Peru,SCL,Chile
MAD,Spain,GRU,Brazil
MAD,Spain,PEK,China
MAO,Brazil,MIA,United States
MCO,United States,GRU,Brazil
MEX,Mexico,GRU,Brazil
MIA,United States,BEL,Brazil
MIA,United States,BSB,Brazil
MIA,United States,CNF,Brazil
MIA,United States,GIG,Brazil
MIA,United States,GRU,Brazil
MIA,United States,MAO,Brazil
MIA,United States,REC,Brazil
MIA,United States,SSA,Brazil
MUC,Germany,GRU,Brazil
MVD,Uruguay,GRU,Brazil
MXP,Italy,GRU,Brazil
PEK,China,CDG,France
PEK,China,MAD,Spain
REC,Brazil,MIA,United States
RIG,,PET,Brazil
ROS,Argentina,GRU,Brazil
SCL,Chile,GIG,Brazil
SCL,Chile,GRU,Brazil
SCL,Chile,LIM,Peru
SSA,Brazil,MIA,United States
YYZ,Canada,GRU,Brazil
BKI,Malaysia,NRT,Japan
BKK,Thailand,FUK,Japan
BKK,Thailand,HND,Japan
BKK,Thailand,KIX,Japan
BKK,Thailand,NRT,Japan
BOS,United States,NRT,Japan
CAN,China,KIX,Japan
CAN,China,NRT,Japan
CDG,France,HND,Japan
CDG,France,NRT,Japan
CGK,Indonesia,NRT,Japan
CJU,South Korea,KIX,Japan
CJU,South Korea,NRT,Japan
CNS,Australia,KIX,Japan
CNS,Australia,NRT,Japan
CTS,Japan,HKG,Hong Kong
CTS,Japan,ICN,South Korea
CTS,Japan,PVG,China
DEL,India,NRT,Japan
DFW,United States,NRT,Japan
DLC,China,NRT,Japan
DME,Russia,NRT,Japan
DOH,Qatar,KIX,Japan
DOH,Qatar,NRT,Japan
DXB,United Arab Emirates,HND,Japan
DXB,United Arab Emirates,KIX,Japan
DXB,United Arab Emirates,NRT,Japan
FRA,Germany,NRT,Japan
FSZ,,PVG,China
FUK,Japan,BKK,Thailand
FUK,Japan,HAN,Vietnam
FUK,Japan,ICN,South Korea
FUK,Japan,PVG,China
FUK,Japan,SGN,Vietnam
FUK,Japan,TAO,China
FUK,Japan,TPE,Taiwan
GMP,South Korea,HND,Japan
GMP,South Korea,KIX,Japan
GUM,Guam,NRT,Japan
HAN,Vietnam,FUK,Japan
HAN,Vietnam,KIX,Japan
HAN,Vietnam,NGO,Japan
HAN,Vietnam,NRT,Japan
HEL,Finland,KIX,Japan
HEL,Finland,NGO,Japan
HEL,Finland,NRT,Japan
HIJ,Japan,PVG,China
HKG,Hong Kong,CNS,Australia
HKG,Hong Kong,CTS,Japan
HKG,Hong Kong,HND,Japan
HKG,Hong Kong,KIX,Japan
HKG,Hong Kong,NGO,Japan
HKG,Hong Kong,NRT,Japan
HKG,Hong Kong,TPE,Taiwan
HND,Japan,BKK,Thailand
HND,Japan,CDG,France
HND,Japan,DXB,United Arab Emirates
HND,Japan,GMP,South Korea
HND,Japan,HKG,Hong Kong
HND,Japan,HNL,United States
HND,Japan,LHR,United Kingdom
HND,Japan,PEK,China
HND,Japan,SFO,United States
HND,Japan,SGN,Vietnam
HND,Japan,SHA,China
HND,Japan,SIN,Singapore
HND,Japan,TSA,Taiwan
HNL,United States,HND,Japan
HNL,United States,KIX,Japan
HNL,United States,NGO,Japan
HNL,United States,NRT,Japan
ICN,South Korea,CTS,Japan
ICN,South Korea,FUK,Japan
ICN,South Korea,KIJ,Japan
ICN,South Korea,KIX,Japan
ICN,South Korea,KMQ,Japan
ICN,South Korea,KOJ,Japan
ICN,South Korea,NGO,Japan
ICN,South Korea,NRT,Japan
JFK,United States,NRT,Japan
KHH,Taiwan,NRT,Japan
KHV,Russia,NRT,Japan
KIJ,Japan,ICN,South Korea
KIJ,Japan,PVG,China
KIX,Japan,BKK,Thailand
KIX,Japan,CAN,China
KIX,Japan,CJU,South Korea
KIX,Japan,CNS,Australia
KIX,Japan,DOH,Qatar
KIX,Japan,DXB,United Arab Emirates
KIX,Japan,GMP,South Korea
KIX,Japan,HAN,Vietnam
KIX,Japan,HEL,Finland
KIX,Japan,HKG,Hong Kong
KIX,Japan,HNL,United States
KIX,Japan,ICN,South Korea
KIX,Japan,KUL,Malaysia
KIX,Japan,NKG,China
KIX,Japan,OOL,Australia
KIX,Japan,PUS,South Korea
KIX,Japan,PVG,China
KIX,Japan,SGN,Vietnam
KIX,Japan,SHE,China
KIX,Japan,TAO,China
KIX,Japan,TPE,Taiwan
KIX,Japan,YNT,China
KMQ,Japan,ICN,South Korea
KMQ,Japan,PVG,China
KOJ,Japan,ICN,South Korea
KOJ,Japan,PVG,China
KUL,Malaysia,KIX,Japan
KUL,Malaysia,NRT,Japan
LAX,United States,LIM,Peru
LAX,United States,NRT,Japan
LHR,United Kingdom,HND,Japan
LHR,United Kingdom,NRT,Japan
LIM,Peru,LAX,United States
LIM,Peru,SCL,Chile
MNL,Philippines,NRT,Japan
MYJ,Japan,PVG,China
NGO,Japan,BKK,Thailand
NGO,Japan,HAN,Vietnam
NGO,Japan,HEL,Finland
NGO,Japan,HKG,Hong Kong
NGO,Japan,HNL,United States
NGO,Japan,ICN,South Korea
NGO,Japan,PUS,South Korea
NGO,Japan,PVG,China
NGO,Japan,TAO,China
NGO,Japan,TPE,Taiwan
NGO,Japan,TSN,China
NGS,Japan,PVG,China
NKG,China,KIX,Japan
NKG,China,NRT,Japan
NRT,Japan,BKI,Malaysia
NRT,Japan,BKK,Thailand
NRT,Japan,BOS,United States
NRT,Japan,CAN,China
NRT,Japan,CDG,France
NRT,Japan,CGK,Indonesia
NRT,Japan,CJU,South Korea
NRT,Japan,CNS,Australia
NRT,Japan,DEL,India
NRT,Japan,DFW,United States
NRT,Japan,DLC,China
NRT,Japan,DME,Russia
NRT,Japan,DOH,Qatar
NRT,Japan,DXB,United Arab Emirates
NRT,Japan,FRA,Germany
NRT,Japan,GUM,Guam
NRT,Japan,HAN,Vietnam
NRT,Japan,HEL,Finland
NRT,Japan,HKG,Hong Kong
NRT,Japan,HNL,United States
NRT,Japan,ICN,South Korea
NRT,Japan,JFK,United States
NRT,Japan,KHH,Taiwan
NRT,Japan,KHV,Russia
NRT,Japan,KUL,Malaysia
NRT,Japan,LAX,United States
NRT,Japan,LHR,United Kingdom
NRT,Japan,MNL,Philippines
NRT,Japan,NKG,China
NRT,Japan,OOL,Australia
NRT,Japan,ORD,United States
NRT,Japan,PEK,China
NRT,Japan,PPT,French Polynesia
NRT,Japan,PUS,South Korea
NRT,Japan,PVG,China
NRT,Japan,ROR,Palau
NRT,Japan,SAN,United States
NRT,Japan,SGN,Vietnam
NRT,Japan,SHE,China
NRT,Japan,SIN,Singapore
NRT,Japan,SYD,Australia
NRT,Japan,TPE,Taiwan
NRT,Japan,VVO,Russia
NRT,Japan,YVR,Canada
OKA,Japan,PVG,China
OKJ,Japan,PVG,China
OOL,Australia,KIX,Japan
OOL,Australia,NRT,Japan
ORD,United States,NRT,Japan
PEK,China,HND,Japan
PEK,China,NRT,Japan
PPT,French Polynesia,NRT,Japan
PUS,South Korea,KIX,Japan
PUS,South Korea,NGO,Japan
PUS,South Korea,NRT,Japan
PVG,China,CTS,Japan
PVG,China,FSZ,
PVG,China,FUK,Japan
PVG,China,HIJ,Japan
PVG,China,KIJ,Japan
PVG,China,KIX,Japan
PVG,China,KMQ,Japan
PVG,China,KOJ,Japan
PVG,China,MYJ,Japan
PVG,China,NGO,Japan
PVG,China,NGS,Japan
PVG,China,NRT,Japan
PVG,China,OKA,Japan
PVG,China,OKJ,Japan
ROR,Palau,NRT,Japan
SAN,United States,NRT,Japan
SCL,Chile,LIM,Peru
SFO,United States,HND,Japan
SGN,Vietnam,FUK,Japan
SGN,Vietnam,HND,Japan
SGN,Vietnam,KIX,Japan
SGN,Vietnam,NRT,Japan
SHA,China,HND,Japan
SHE,China,KIX,Japan
SHE,China,NRT,Japan
SIN,Singapore,HND,Japan
SIN,Singapore,NRT,Japan
SYD,Australia,NRT,Japan
TAO,China,FUK,Japan
TAO,China,KIX,Japan
TAO,China,NGO,Japan
TPE,Taiwan,FUK,Japan
TPE,Taiwan,HKG,Hong Kong
TPE,Taiwan,KIX,Japan
TPE,Taiwan,NGO,Japan
TPE,Taiwan,NRT,Japan
TSA,Taiwan,HND,Japan
TSN,China,NGO,Japan
VVO,Russia,NRT,Japan
YNT,China,KIX,Japan
YVR,Canada,NRT,Japan
BLQ,Italy,TIA,Albania
MXP,Italy,TIA,Albania
TIA,Albania,BLQ,Italy
TIA,Albania,MXP,Italy
TIA,Albania,VRN,Italy
VRN,Italy,TIA,Albania
AMS,Netherlands,LJU,Slovenia
BRU,Belgium,LJU,Slovenia
CDG,France,LJU,Slovenia
CPH,Denmark,LJU,Slovenia
FRA,Germany,LJU,Slovenia
FRA,Germany,PRN,Serbia
FRA,Germany,TIA,Albania
IST,Turkey,LJU,Slovenia
LJU,Slovenia,AMS,Netherlands
LJU,Slovenia,BRU,Belgium
LJU,Slovenia,CDG,France
LJU,Slovenia,CPH,Denmark
LJU,Slovenia,FRA,Germany
LJU,Slovenia,IST,Turkey
LJU,Slovenia,MUC,Germany
LJU,Slovenia,PRG,Czech Republic
LJU,Slovenia,PRN,Serbia
LJU,Slovenia,SJJ,Bosnia and Herzegovina
LJU,Slovenia,SKP,Macedonia
LJU,Slovenia,SVO,Russia
LJU,Slovenia,TGD,Montenegro
LJU,Slovenia,TIA,Albania
LJU,Slovenia,VIE,Austria
LJU,Slovenia,WAW,Poland
LJU,Slovenia,ZRH,Switzerland
MUC,Germany,LJU,Slovenia
MUC,Germany,PRN,Serbia
PRG,Czech Republic,LJU,Slovenia
PRN,Serbia,FRA,Germany
PRN,Serbia,LJU,Slovenia
PRN,Serbia,MUC,Germany
SJJ,Bosnia and Herzegovina,LJU,Slovenia
SKP,Macedonia,LJU,Slovenia
SVO,Russia,LJU,Slovenia
TGD,Montenegro,LJU,Slovenia
TIA,Albania,FRA,Germany
TIA,Albania,LJU,Slovenia
VIE,Austria,LJU,Slovenia
WAW,Poland,LJU,Slovenia
ZRH,Switzerland,LJU,Slovenia
ADL,Australia,AKL,New Zealand
ADL,Australia,DPS,Indonesia
AKL,New Zealand,ADL,Australia
AKL,New Zealand,MEL,Australia
AKL,New Zealand,OOL,Australia
AKL,New Zealand,SIN,Singapore
AKL,New Zealand,SYD,Australia
BKK,Thailand,MEL,Australia
BNE,Australia,DPS,Indonesia
CHC,New Zealand,MEL,Australia
CHC,New Zealand,OOL,Australia
CHC,New Zealand,SYD,Australia
CNS,Australia,KIX,Japan
CNS,Australia,NRT,Japan
DPS,Indonesia,ADL,Australia
DPS,Indonesia,BNE,Australia
DPS,Indonesia,DRW,Australia
DPS,Indonesia,MEL,Australia
DPS,Indonesia,PER,Australia
DPS,Indonesia,SIN,Singapore
DPS,Indonesia,SYD,Australia
DRW,Australia,DPS,Indonesia
HKT,Thailand,MEL,Australia
HKT,Thailand,SYD,Australia
HNL,United States,MEL,Australia
HNL,United States,SYD,Australia
KIX,Japan,CNS,Australia
KIX,Japan,OOL,Australia
LOP,Indonesia,PER,Australia
MEL,Australia,AKL,New Zealand
MEL,Australia,BKK,Thailand
MEL,Australia,CHC,New Zealand
MEL,Australia,DPS,Indonesia
MEL,Australia,HKT,Thailand
MEL,Australia,HNL,United States
MEL,Australia,NRT,Japan
MEL,Australia,SIN,Singapore
MEL,Australia,ZQN,New Zealand
NAN,Fiji,SYD,Australia
NRT,Japan,CNS,Australia
NRT,Japan,MEL,Australia
NRT,Japan,OOL,Australia
OOL,Australia,AKL,New Zealand
OOL,Australia,CHC,New Zealand
OOL,Australia,KIX,Japan
OOL,Australia,NRT,Japan
PER,Australia,DPS,Indonesia
PER,Australia,LOP,Indonesia
SIN,Singapore,AKL,New Zealand
SIN,Singapore,DPS,Indonesia
SIN,Singapore,MEL,Australia
SYD,Australia,AKL,New Zealand
SYD,Australia,CHC,New Zealand
SYD,Australia,DPS,Indonesia
SYD,Australia,HKT,Thailand
SYD,Australia,HNL,United States
SYD,Australia,NAN,Fiji
SYD,Australia,ZQN,New Zealand
ZQN,New Zealand,SYD,Australia
FNJ,North Korea,KUL,Malaysia
FNJ,North Korea,PEK,China
FNJ,North Korea,SHE,China
FNJ,North Korea,VVO,Russia
KUL,Malaysia,FNJ,North Korea
PEK,China,FNJ,North Korea
SHE,China,FNJ,North Korea
VVO,Russia,FNJ,North Korea
